0.185761,-0.979873,-0.048348,1.227218
0.417541,-0.912049,0.759043,1.350335
0.040163,-0.938678,-0.551173,1.227112
0.907351,0.164639,-0.785055,1.996856
-0.424911,-0.086593,-0.958100,0.541317
-0.176769,-0.021083,-0.512644,0.133855
0.177278,0.506480,-0.528332,-0.026864
0.241000,0.279244,0.897081,0.382503
0.556552,0.696691,-0.019160,-0.199558
-0.629303,0.991631,-0.741288,-0.600794
-0.057085,-0.863814,0.887702,1.231956
0.929850,0.438778,-0.300014,1.804108
-0.491235,-0.469393,-0.745412,0.557846
0.051618,-0.716365,-0.366539,0.545104
0.253413,0.455087,-0.951455,0.340417
-0.139768,0.304249,0.706492,0.213907
-0.049350,0.938412,-0.468735,-0.964424
-0.972983,-0.032494,-0.487772,2.359585
0.647435,-0.534455,-0.378742,0.709448
0.582455,0.430287,0.116102,0.190907
0.409896,-0.162726,-0.989380,0.565610
-0.977290,0.022444,-0.833418,2.627795
-0.897849,0.931033,0.718005,0.833238
-0.695946,-0.998672,0.883336,2.271430
-0.443349,-0.628205,0.383016,0.492229
-0.782193,-0.470701,0.950189,1.522829
0.278926,0.041356,-0.204163,0.035881
0.549002,-0.718085,0.934676,1.145280
0.722246,0.235314,-0.914188,1.081199
0.401711,0.826569,0.049154,-0.667832
-0.291550,-0.759445,0.509802,0.717433
0.770044,-0.799497,0.517969,1.677516
-0.965879,0.934110,0.230116,1.142748
0.104878,-0.408100,0.858583,0.457243
-0.468189,0.656293,0.970217,0.223300
0.566793,0.037980,-0.867851,0.634523
-0.055172,-0.123488,-0.594408,0.179132
-0.152825,-0.284484,-0.672631,0.257511
-0.117252,-0.474400,0.044125,0.140242
-0.929680,0.812463,0.632729,1.370535
0.105163,0.703617,0.924790,-0.024924
-0.778955,0.261664,0.995988,1.393135
0.975778,0.206646,-0.743958,2.531708
0.166386,-0.995871,-0.602177,1.467187
0.912246,-0.339119,0.276780,1.820367
-0.438281,0.895644,0.457117,-0.737280
-0.340698,0.583523,-0.783669,0.082456
-0.215362,-0.557564,0.367453,0.298223
-0.795107,-0.205948,-0.446701,1.110305
0.012686,-0.300205,0.412821,0.120383
-0.950846,0.267974,-0.538857,2.163696
-0.462582,0.600511,0.911137,0.248038
-0.366900,0.653611,-0.792018,-0.004045
0.267963,0.502065,-0.688044,0.085071
-0.147995,0.785414,-0.792843,-0.314355
-0.963807,0.181171,-0.128937,2.157834
0.597378,0.846911,-0.401693,-0.390637
-0.223192,-0.027456,0.176303,0.021772
0.967708,0.394661,-0.220903,2.136871
-0.472465,0.889251,-0.728903,-0.523928
0.440532,0.850790,0.329331,-0.652205
-0.153891,-0.602018,-0.265049,0.320171
0.413744,0.299068,0.855952,0.404813
0.733722,0.632302,0.822902,0.734493
-0.447326,-0.260953,-0.240212,0.152052
0.120901,0.336436,-0.426567,0.042008
-0.961075,-0.201555,-0.382944,2.216861
0.884369,0.776530,0.720621,1.180164
0.306000,-0.311422,0.097699,0.065955
0.630450,-0.802779,0.602150,1.248804
-0.917640,0.632842,0.615128,1.632390
-0.897985,0.254321,0.004906,1.604241
-0.660361,-0.703242,0.546518,1.076873
0.135385,0.965998,0.964496,-0.705885
0.985334,-0.762769,0.876512,3.317601
-0.510861,-0.083575,0.514813,0.303550
-0.592758,0.132623,-0.628367,0.503028
-0.790528,-0.766883,-0.284722,1.603204
-0.990690,-0.150292,0.328394,2.466530
-0.196624,-0.828411,-0.874622,1.125280
-0.443767,-0.661375,0.930190,0.905664
-0.697540,0.610925,0.172216,0.310265
0.138574,0.024161,0.943526,0.446024
-0.272310,0.575832,0.110588,-0.228354
-0.208733,0.910932,0.196632,-0.958577
-0.762166,-0.164922,0.563163,1.008012
0.387494,0.832681,-0.481245,-0.578386
0.516387,-0.080250,0.147219,0.189272
0.910093,0.958573,0.723182,0.831540
-0.281806,0.775402,0.277218,-0.551879
-0.140006,-0.928515,0.540256,1.187561
0.004211,0.572377,0.496046,-0.120745
0.587135,-0.398698,0.601597,0.560442
0.097693,-0.053348,0.350252,0.061763
-0.957283,-0.795366,-0.415645,2.839909
0.965980,-0.720508,-0.338807,2.720418
-0.897894,-0.337462,-0.359347,1.739475
0.893614,0.690308,-0.234472,1.194046
-0.950462,0.662062,0.321072,1.714513
-0.695271,0.992143,-0.799533,-0.365776
0.734229,-0.411468,-0.129293,0.825473
0.590913,0.355017,0.875729,0.630095
0.242281,-0.804380,0.768721,0.980672
0.538311,0.423741,-0.892533,0.509326
-0.207555,-0.665128,0.643808,0.594409
0.401057,0.766155,0.933150,-0.084583
0.549495,0.988466,0.229540,-1.001264
-0.925741,-0.971497,-0.315792,3.077944
0.646943,0.732269,0.921625,0.352174
-0.869757,-0.910858,0.826567,2.754667
-0.389907,0.115975,0.964890,0.521259
-0.199103,0.331743,-0.198241,-0.023884
0.536389,0.055429,-0.524954,0.344514
-0.457388,-0.483882,0.064641,0.258790
0.406378,0.898560,0.388175,-0.799637
0.562386,-0.662148,-0.251875,0.659205
-0.172440,0.372760,-0.408216,0.018197
-0.393416,-0.288222,0.620604,0.283590
0.155180,-0.849445,-0.843508,1.154003
-0.257426,0.533182,0.377367,-0.114866
0.415965,0.534420,-0.425695,-0.032969
0.096513,0.086705,0.479265,0.114217
0.913741,-0.444020,0.586563,2.028571
0.319941,0.160476,0.549760,0.171940
0.888065,-0.926617,-0.705200,2.837907
0.512574,-0.832417,0.032247,0.922928
-0.560278,-0.451409,0.403681,0.447409
-0.939614,0.746639,-0.111042,1.413740
0.004787,0.080096,0.291089,0.041698
-0.310287,-0.797785,-0.363242,0.749233
-0.663716,0.112266,-0.363943,0.549529
0.916134,0.931469,0.240252,0.739305
0.234995,0.970757,0.774566,-0.881655
0.530140,-0.372819,-0.268922,0.300995
-0.597466,-0.025704,0.980737,0.799507
0.824302,-0.763301,-0.949619,2.183237
0.797275,0.074340,-0.599620,1.189359
0.347307,0.288446,-0.755829,0.290814
-0.480800,-0.879844,-0.580279,1.187401
-0.735389,-0.613527,0.370934,1.100172
