0.505017,-0.084481,-0.246165,0.404670,0.893845
0.049901,-0.585352,-0.851441,-0.267947,0.972678
0.148558,-0.318729,-0.758952,0.709125,1.232880
0.672553,0.336296,-0.948418,0.080319,0.469376
0.476764,-0.692394,0.022440,0.542505,1.707596
0.597663,-0.173893,0.193730,0.092878,0.756653
0.458275,0.155212,-0.043766,-0.665936,1.268032
0.925515,-0.516771,0.788099,0.476413,0.727591
0.825249,0.965732,-0.891740,-0.366856,1.208615
0.980144,0.918575,-0.121242,0.208675,1.476812
0.939233,0.139483,-0.718621,0.462209,0.594168
0.728698,-0.883375,0.075926,0.105276,1.528367
0.052530,-0.596303,0.500848,0.792354,2.284365
0.999102,0.958136,-0.946366,-0.380550,1.026880
0.473319,0.849648,-0.898989,-0.455950,1.244784
0.060997,0.066777,0.480394,-0.543887,1.161431
0.991423,-0.399312,-0.610923,-0.113876,0.592846
0.570377,0.008692,0.798454,0.541509,0.703504
0.459004,0.430690,0.145340,-0.342840,1.064954
0.019789,-0.859846,-0.482385,-0.610625,2.667503
0.428401,-0.544205,-0.546450,-0.138907,0.945415
0.183271,-0.238570,-0.325906,0.762475,1.636522
0.718949,-0.594525,-0.672693,-0.847994,1.595787
0.007867,0.849720,-0.611307,0.144536,1.714611
0.533036,-0.252564,0.110600,0.285133,0.880243
0.043716,0.680154,0.014526,-0.345519,1.750723
0.714830,-0.637840,0.213634,-0.735991,1.764933
0.953019,0.711614,-0.944421,0.690600,0.973108
0.043321,-0.561507,-0.024284,0.461041,1.658467
0.103084,0.568334,-0.196440,-0.001090,1.286651
0.515593,-0.940855,-0.311948,-0.476842,2.237421
0.982462,-0.219862,-0.398213,-0.680520,0.940579
0.411457,0.883461,-0.141442,0.275605,1.897802
0.615573,0.853522,0.144948,-0.746002,2.629228
0.761653,0.577163,0.549328,-0.190781,0.843282
0.927920,0.078787,-0.150228,-0.551511,0.847966
0.177017,0.525843,0.488870,0.294112,1.161742
0.911426,-0.088719,-0.070388,-0.403112,0.749895
0.626424,-0.468551,0.697943,0.718748,1.169493
0.805607,-0.969310,0.439213,-0.340156,1.738009
0.295555,0.838695,-0.515760,-0.329194,1.689857
0.500101,0.494672,-0.851801,0.416078,0.778938
0.208959,0.349358,-0.391957,0.425539,1.127258
0.854604,0.805849,0.607882,0.035685,1.026301
