0.097627,0.430379,-0.640013
0.205527,0.089766,-0.155399
-0.152690,0.291788,-0.447483
-0.124826,0.783546,-1.021921
0.927326,-0.233117,1.235512
0.583450,0.057790,-0.065068
0.136089,0.851193,-1.087183
-0.857928,-0.825741,3.919983
-0.959563,0.665240,2.358457
0.556314,0.740024,-0.968593
0.957237,0.598317,0.120623
-0.077041,0.561058,-0.795723
-0.763451,0.279842,0.991210
-0.713293,0.889338,0.002538
0.043697,-0.170676,0.304615
-0.470889,0.548467,-0.523332
-0.087699,0.136868,-0.222284
-0.962420,0.235271,2.931455
0.224191,0.233868,-0.378562
0.887496,0.363641,0.090161
-0.280984,-0.125936,0.266444
0.395262,-0.879549,1.862779
0.333533,0.341276,-0.539231
-0.579235,-0.742147,2.071108
-0.369143,-0.272578,0.612347
0.140394,-0.122797,0.213668
0.976748,-0.795910,2.733838
-0.582246,-0.677381,1.924896
0.306217,-0.493417,0.945192
-0.067378,-0.511149,1.000039
-0.682061,-0.779250,2.581873
0.312659,-0.723634,1.476158
-0.606835,-0.262550,1.110325
0.641986,-0.805797,1.775202
0.675890,-0.807803,1.819872
0.952919,-0.062698,1.045066
0.953522,0.209691,0.605112
0.478527,-0.921624,1.980096
-0.434386,-0.759607,1.775398
-0.407720,-0.762545,1.744259
-0.364034,-0.171474,0.412826
-0.871705,0.384944,1.724287
0.133203,-0.469221,0.905475
0.046496,-0.812119,1.710252
0.151893,0.858592,-1.094242
-0.362862,0.334821,-0.407690
-0.736404,0.432654,0.612431
-0.421188,-0.633617,1.453695
0.173026,-0.959785,2.087735
0.657880,-0.990609,2.272837
0.355633,-0.459984,0.869283
0.470388,0.924377,-1.157114
-0.502494,0.152315,0.076999
0.184084,0.144504,-0.240454
-0.553837,0.905498,-0.673322
-0.105749,0.692817,-0.935942
0.398959,-0.405126,0.751562
0.627596,-0.206989,0.439795
0.762206,0.162546,0.005012
0.763471,0.385063,-0.309599
0.450509,0.002649,-0.020384
0.912167,0.287980,0.296006
-0.152290,0.212786,-0.333162
-0.961614,-0.396850,4.047036
0.320347,-0.419845,0.785462
0.236031,-0.142463,0.242999
-0.729052,-0.403435,1.977249
0.139930,0.181746,-0.295055
0.148650,0.306402,-0.476991
0.304207,-0.137163,0.227397
0.793093,-0.264876,0.825953
-0.128270,0.783847,-1.021911
0.612388,0.407777,-0.557036
-0.799546,0.838965,0.611837
0.428483,0.997694,-1.216382
-0.701103,0.736252,0.071460
-0.675014,0.231119,0.552670
-0.752360,0.696016,0.413642
0.614638,0.138201,-0.170456
-0.185633,-0.861666,1.847351
0.394858,-0.092915,0.143011
0.444111,0.732765,-0.993846
0.951043,0.711607,-0.029579
-0.976572,-0.280044,3.999865
0.459981,-0.656741,1.317510
0.042073,-0.891324,1.912391
-0.600007,-0.962956,2.705493
0.587395,-0.552151,1.125239
-0.309297,0.856163,-1.027625
0.408829,-0.936322,2.011106
-0.670612,0.242957,0.514171
0.154457,-0.524214,1.025197
0.868428,0.227932,0.208991
0.071266,0.179820,-0.289932
0.460244,-0.376110,0.695552
-0.203558,-0.580313,1.170170
-0.627614,0.888745,-0.406659
0.479102,-0.019082,0.021378
-0.545171,-0.491287,1.387346
-0.883942,-0.131167,2.655738
-0.376408,0.392687,-0.470951
-0.244496,-0.640793,1.322589
-0.950643,-0.865501,5.004528
0.358786,-0.092606,0.143104
0.073158,0.793343,-1.034424
0.980678,-0.566206,2.209062
0.326156,-0.473355,0.899923
-0.958698,0.516757,2.512386
-0.359966,-0.233072,0.525994
0.176634,0.662097,-0.911109
0.257964,0.745301,-1.000521
-0.452916,0.596094,-0.609716
-0.628728,0.905583,-0.415701
0.374977,-0.568985,1.110030
0.894741,0.461712,-0.007257
-0.492117,-0.573376,1.440680
0.036401,-0.948675,2.062680
-0.585060,-0.150629,0.820671
-0.251660,-0.072849,0.157244
-0.444743,0.173569,-0.067837
0.727711,-0.764936,1.793069
0.034758,-0.735864,1.521665
0.433719,-0.207881,0.357406
0.130843,-0.633440,1.275293
-0.710304,-0.023887,1.143160
-0.288775,0.880864,-1.060818
0.530651,0.497327,-0.717810
0.807439,-0.833155,2.141720
0.104385,0.168952,-0.274128
0.923873,-0.415705,1.589302
-0.518342,-0.799412,2.040049
-0.967141,0.859059,2.271856
0.339833,0.570306,-0.824573
-0.436540,0.172820,-0.079925
