0.851323,-0.172075,0.259237,0.341920
0.235567,0.557169,0.703116,-0.183207
0.758183,0.632825,-0.667846,1.075590
0.633825,0.656779,-0.882742,1.560264
0.955126,-0.599659,0.245853,0.760078
0.260247,-0.770615,0.206695,0.904021
0.154278,-0.384069,-0.141067,0.069947
0.312121,-0.369697,-0.859653,0.921282
0.257959,0.001518,0.927199,-1.002973
0.756833,0.223567,-0.399936,0.375804
0.733109,0.912300,-0.221525,2.014626
0.669685,0.395035,0.268226,0.260034
0.216379,0.905822,0.829205,0.965323
0.861807,-0.703992,-0.828628,1.725059
0.956572,0.619285,0.809886,0.134638
0.531606,-0.014053,0.381523,0.069108
0.649373,-0.860423,-0.560391,1.809838
0.500692,-0.701248,0.202321,0.719121
0.283558,-0.604920,-0.880307,1.261804
0.286148,-0.395585,0.354425,0.044283
0.313421,0.155727,-0.338550,0.101031
0.190850,0.666958,-0.447462,0.629371
0.901924,-0.478905,0.119895,0.535996
0.858398,-0.043569,-0.108055,0.370073
0.461639,-0.688429,0.009292,0.668088
0.367251,-0.481962,-0.215640,0.215366
0.939078,0.467141,0.873726,-0.307114
0.222373,0.547726,-0.188732,0.258470
0.553542,0.186066,0.492996,0.000435
0.054498,-0.171558,-0.279504,0.032037
0.191202,-0.729513,0.472522,0.589190
0.604027,0.677017,-0.366831,0.771813
0.662184,0.567016,0.220426,0.463737
0.580996,0.568166,-0.177325,0.436547
0.869601,0.495153,-0.182982,0.536346
0.993405,-0.822484,0.101158,1.636144
0.763862,-0.091343,-0.494240,0.448865
0.465092,0.784227,-0.234293,1.070472
0.833935,-0.921748,-0.235729,2.169383
0.120387,-0.150980,0.723275,-0.483329
0.683271,0.598366,-0.600067,0.834809
0.518338,0.678058,-0.504146,0.829368
0.178066,-0.316132,-0.846363,0.828982
0.972934,-0.889287,0.361720,1.975312
0.338437,0.846682,-0.013966,1.342032
0.615423,0.688187,0.587502,0.486504
0.878594,0.329357,0.956458,-0.722091
0.506689,0.604376,-0.450311,0.580631
0.115138,0.578028,0.385323,0.211340
0.818739,-0.200959,-0.846405,1.127520
0.353214,-0.571281,0.594476,0.055545
0.983067,-0.503029,0.995716,-0.640082
0.883825,0.387976,-0.045555,0.447341
0.853449,0.140873,0.221745,0.350998
0.356253,0.937890,-0.676518,2.400375
0.757130,-0.455208,0.419182,0.298215
0.986329,-0.520284,0.742594,0.137261
0.526322,-0.306932,-0.638321,0.498807
0.470732,-0.904758,0.191190,1.776924
0.014666,0.650564,-0.452414,0.568304
0.700204,0.835079,0.515469,1.282856
0.858478,-0.877399,0.145266,1.846096
0.247457,0.134882,-0.595255,0.305636
0.315025,-0.330911,-0.083442,0.080352
0.500677,-0.903844,-0.700447,2.240549
0.072080,-0.671991,-0.241528,0.530708
0.089642,0.494715,0.662607,-0.224426
0.421111,-0.674302,0.503812,0.439264
0.261219,0.341420,0.781375,-0.552098
0.406037,0.937583,-0.751079,2.565111
0.454386,-0.838652,0.599460,1.059900
0.976273,-0.675658,-0.610851,1.293880
0.944260,0.764072,0.877930,0.418210
0.139730,-0.363058,0.684336,-0.363434
0.882586,0.717714,0.210781,1.040659
0.080207,0.132177,0.151677,-0.000557
0.507635,-0.397422,0.237734,0.173746
0.163910,-0.512839,-0.644735,0.534769
0.365892,-0.174099,0.411561,-0.021389
0.743340,0.242855,0.929764,-0.759895
0.424505,0.292912,-0.717372,0.588434
0.806951,-0.677564,-0.813866,1.553312
0.718816,-0.617652,0.195902,0.612420
0.942839,0.676573,0.787735,0.332859
0.534156,-0.199912,0.117166,0.144563
0.802148,0.618399,-0.375859,0.756355
0.322907,0.191338,-0.651835,0.415530
0.345746,-0.046919,-0.653855,0.423185
0.400510,-0.075147,-0.206361,0.091708
0.410916,-0.133470,-0.512576,0.260291
0.103253,-0.727913,-0.448669,0.824619
0.519099,-0.520840,0.468592,0.184945
0.096803,0.433950,0.168966,0.087069
