0.292642,-0.198120,0.508081,-0.136554,-0.654823
0.566518,0.509743,0.580159,-0.228760,-1.021981
0.137414,-0.119873,0.041432,-0.992979,0.259822
0.349712,-0.609890,0.694274,0.521881,-0.547482
0.053216,-0.845697,0.269795,-0.958529,1.622180
0.379068,0.068407,-0.677037,0.706905,0.008937
0.114151,0.229630,-0.872035,0.282508,0.714876
0.561813,0.784396,0.467413,-0.769595,0.154720
0.641594,0.330187,0.221405,0.262704,-1.040597
0.987092,0.590324,-0.391162,-0.289063,-1.254871
0.195139,-0.596368,-0.085648,-0.180313,0.001563
0.207202,-0.831796,-0.514787,-0.760145,1.310777
0.947420,0.109017,-0.625467,-0.348796,-1.231336
0.864641,0.634107,0.143698,0.039167,-1.068786
0.616054,0.888725,-0.125297,0.767282,0.809217
0.841407,0.155708,-0.189329,-0.307856,-1.372713
0.209692,0.806756,0.130491,-0.496573,0.822958
0.874029,0.038938,-0.500458,-0.518662,-1.188391
0.867308,-0.741717,0.378619,0.562087,-0.630363
0.248112,-0.352776,-0.181407,0.586136,-0.203532
0.508373,-0.967394,-0.334338,-0.384811,1.447930
0.929774,0.086903,0.789738,-0.918967,-1.798538
0.679150,0.685543,0.114256,0.175334,-0.588946
0.660519,0.913931,-0.743434,-0.446713,1.255244
0.559765,-0.539896,-0.062320,0.159660,-0.726126
0.268832,0.455726,-0.893922,-0.147741,0.590362
0.978415,0.848549,-0.074814,0.635245,-0.164868
0.447510,-0.776040,-0.420637,0.470794,0.353539
0.311450,0.242708,-0.113695,0.337828,-0.461816
0.728581,0.541937,0.795017,-0.119290,-1.669071
0.607705,0.285219,-0.237079,0.854100,-0.634487
0.342241,-0.038633,-0.178954,0.878943,-0.188084
0.303792,-0.996077,-0.336058,0.676411,2.222663
0.214507,-0.097103,-0.303227,0.175633,-0.312771
0.078486,-0.190648,-0.340993,-0.468053,0.030957
0.625711,-0.373909,0.848324,0.919346,-1.385894
0.505694,-0.802339,0.470828,0.315525,0.090442
0.234848,0.261937,-0.934313,-0.453092,0.775454
0.055125,0.492206,-0.008386,-0.952223,0.506386
0.018901,0.053031,0.695610,0.756841,-0.183271
0.738496,0.797252,0.054665,-0.066065,-0.243471
0.188253,-0.511311,0.732155,0.599714,-0.479541
0.266644,0.727150,-0.548110,-0.804194,0.783068
0.014112,0.396890,0.826302,0.833154,-0.348318
0.150639,0.057263,0.284210,-0.775838,0.015058
0.874446,-0.449424,0.075502,0.761538,-1.095155
0.242061,-0.031721,0.185416,-0.888927,-0.024692
0.953958,0.929308,-0.015146,-0.679459,0.473678
0.164347,-0.322058,0.026615,-0.722971,0.008825
0.253261,-0.606706,0.831794,0.745105,-0.562376
0.867710,-0.755396,-0.442004,0.271169,-0.512055
0.426608,-0.480493,-0.995832,0.402429,0.772810
0.267829,-0.613843,-0.350089,-0.432127,0.048789
0.692814,-0.695262,-0.728630,-0.710173,0.161431
0.051228,0.934983,0.453702,0.880151,2.089372
0.890605,0.143080,-0.337982,-0.672146,-1.236900
0.841562,-0.033287,-0.013203,0.554940,-1.276670
0.085797,0.056879,-0.610299,0.628381,0.347113
0.798619,-0.704168,0.057828,-0.915062,-0.324560
0.961170,-0.261638,0.343746,-0.722583,-1.414015
0.492070,0.049760,0.077678,0.818710,-0.501969
0.568153,-0.066741,-0.843298,-0.708125,0.064537
0.679797,-0.448783,0.597908,-0.489783,-1.212173
0.266727,0.218859,-0.843237,-0.595709,0.509191
0.649661,0.238286,-0.803722,0.431085,-0.328512
0.474868,-0.101800,-0.440849,0.747801,-0.416022
0.405542,0.346316,-0.871631,0.340395,0.265353
0.902802,-0.603242,0.840518,-0.692536,-1.735842
0.797903,0.233379,-0.515187,0.884333,-0.780235
0.934608,-0.351066,0.179273,-0.740981,-1.283822
0.836652,-0.041256,0.217673,0.541392,-1.289156
0.041811,0.114135,0.407198,0.718163,0.099453
0.606529,-0.402887,-0.319666,-0.940852,-0.480166
0.697637,0.108524,0.943062,0.472205,-2.164492
0.664857,0.985171,-0.091296,0.494947,1.348194
0.271956,-0.677583,-0.155987,0.287228,0.110834
0.425630,-0.099376,-0.940556,-0.366315,0.425441
0.039029,0.352136,-0.209613,-0.103190,-0.010613
0.094094,0.712358,-0.461218,0.231863,0.638240
0.560512,0.691541,0.614301,-0.522553,-0.545943
0.582412,-0.897820,-0.446344,-0.647193,0.959347
0.201229,-0.944579,-0.391277,0.041623,1.726830
0.448203,0.300638,-0.244210,-0.591434,-0.547691
0.472077,0.138612,0.504733,0.389903,-0.892754
0.011337,0.713969,-0.472266,0.006020,0.767295
0.142521,-0.023125,-0.356835,0.372842,-0.113712
0.624300,-0.731532,0.610298,-0.926762,-0.211442
0.992820,-0.223640,0.214641,-0.151272,-1.682954
0.650392,0.311384,-0.922399,0.734321,0.207684
0.120217,-0.844686,-0.424507,-0.413262,1.253157
0.821440,-0.976373,-0.811952,0.703768,1.819047
0.431538,0.551630,0.475987,0.378592,-0.570653
0.083700,-0.850940,-0.402685,-0.986853,1.740333
0.599825,-0.878958,-0.924225,-0.602132,1.680034
0.228046,-0.887433,-0.966232,-0.510171,2.465699
0.416782,0.597708,-0.887378,0.969098,0.988508
0.318294,0.315166,0.733642,0.321402,-0.978113
0.642854,0.553747,-0.398442,-0.485351,-0.657773
0.431035,0.328850,0.126309,0.011327,-0.706078
0.103982,-0.645490,-0.538703,0.099450,0.465414
0.215676,-0.180164,0.925025,0.105645,-1.387405
0.500445,-0.136577,0.901198,-0.816772,-1.467817
0.789184,-0.456436,-0.307211,0.707005,-0.945485
0.009743,0.532824,-0.390572,0.745127,0.539998
0.612427,-0.874887,-0.013066,0.309368,0.471426
0.115882,-0.375611,-0.861658,-0.485679,0.802369
0.604049,-0.032456,-0.363787,-0.168656,-0.950072
0.836808,-0.813751,-0.971453,0.755225,1.150664
0.228483,-0.843777,-0.414351,0.328091,1.025094
0.495515,0.689009,-0.357475,0.304137,-0.173311
0.774053,-0.055737,-0.897974,-0.183274,-0.357757
0.175577,-0.940304,0.928381,0.524368,0.753186
0.152561,-0.321415,-0.530519,-0.199346,-0.018694
0.905046,-0.367671,-0.258411,0.837429,-1.119817
0.694647,-0.190950,0.482799,-0.686374,-1.088320
0.736573,0.067362,-0.012532,0.182464,-1.235474
0.843969,0.359775,0.722039,-0.540066,-1.736382
0.539426,-0.236932,-0.885634,0.248363,0.024736
0.488405,0.869520,-0.207606,0.943502,1.055526
0.556257,0.195750,-0.577507,0.059058,-0.689834
0.717018,0.280091,0.332546,0.276084,-1.213241
0.390937,-0.620772,-0.583379,-0.517074,0.098446
0.095168,0.465988,-0.001291,0.342511,0.014750
0.135597,0.598727,0.128139,-0.057718,0.089674
0.973903,-0.194970,0.072526,-0.700843,-1.406928
0.051718,0.572891,0.825518,0.624730,-0.354829
0.711619,0.643791,0.658803,-0.648702,-0.941603
0.943682,0.991625,0.314372,-0.158146,0.785157
0.129260,0.776048,0.164703,0.987249,1.168544
0.722264,0.504147,-0.264979,0.485124,-0.924491
0.302457,0.460220,-0.374018,0.768350,-0.038827
0.236965,-0.718470,-0.269453,0.272548,0.325888
0.852623,-0.041722,0.356312,0.994707,-1.013537
0.909354,-0.844007,0.517938,0.634849,-0.256412
0.347051,-0.435597,-0.489688,-0.117285,-0.340449
0.632648,-0.212286,0.015638,-0.576832,-0.904061
0.175938,-0.012399,0.625505,0.765767,-0.324047
0.789759,0.333525,-0.423739,0.746490,-0.934122
0.881240,-0.157544,-0.536386,-0.730805,-1.028909
0.318672,0.923338,-0.824042,0.059521,2.004572
0.652967,-0.595645,0.736561,-0.610947,-1.128200
0.876418,0.472960,-0.669768,0.876224,-0.590346
0.015375,0.326650,-0.169758,0.924965,0.436465
0.855735,0.048102,-0.231853,-0.675049,-1.210689
0.572114,0.442179,0.192666,-0.554214,-0.732743
0.414015,-0.500076,-0.559236,-0.008316,-0.320079
0.522616,-0.905421,-0.421505,0.473248,1.001019
0.824062,0.242460,0.637192,0.489650,-1.608709
